name,abv,price,size,kind,establishment_type,bar_name,county_name,beer_category,origin_zone,bar_url,beer_url
Brooklyn Lager,5.2,7.0,16.0,Draft,Bar,Dive Bar NYC,New York,Lager,city,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/10-brooklyn-lager
Brooklyn Pilsner,5.0,7.0,16.0,Draft,Bar,Dive Bar NYC,New York,Pilsner,city,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/601-brooklyn-pilsner
Brooklyn Black Ops 2016,10.7,27.0,25.0,Bottle,Bar,Dive Bar NYC,New York,Stout,city,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/171504-brooklyn-black-ops-2016
Brooklyn Silver Anniversary,8.6,22.0,25.0,Bottle,Bar,Dive Bar NYC,New York,Ale,city,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/27617-brooklyn-silver-anniversary
Brooklyn Lager,5.2,5.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Lager,city,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/10-brooklyn-lager
Brooklyn Bel Air Sour Ale,5.8,7.0,12.0,Bottle,Bar,The Hop Shoppe,Richmond,Sour,city,https://www.beermenus.com/places/33045-the-hop-shoppe,https://www.beermenus.com/beers/146096-brooklyn-bel-air-sour-ale
Brooklyn Lager,5.2,7.0,12.0,Bottle,Bar,The Hop Shoppe,Richmond,Lager,city,https://www.beermenus.com/places/33045-the-hop-shoppe,https://www.beermenus.com/beers/10-brooklyn-lager
Brooklyn Sorachi Ace,7.6,3.5,12.0,Bottle,Bar,Broadway Dive,New York,Ale,city,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/5187-brooklyn-sorachi-ace
Third Rail Alternate Side,10.5,12.5,22.0,Bottle,Bar,Broadway Dive,New York,Stout,city,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/76856-third-rail-alternate-side
Brooklyn Bel Air Sour Ale,5.8,7.0,16.0,Draft,Restaurant,East Harlem Bottling Co,New York,Sour,city,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/146096-brooklyn-bel-air-sour-ale
Torch & Crown Sub Rosa,4.7,8.0,16.0,Draft,Restaurant,East Harlem Bottling Co,New York,Lager,city,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/300746-torch-crown-sub-rosa
Alphabet City Alpha Male IPA,7.0,8.0,12.0,Bottle,Restaurant,East Harlem Bottling Co,New York,IPA,city,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/38929-alphabet-city-alpha-male-ipa
Alphabet City Easy Blonde,4.7,8.0,12.0,Bottle,Restaurant,East Harlem Bottling Co,New York,Ale,city,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/14478-alphabet-city-easy-blonde
Brooklyn East India Pale Ale,6.9,7.0,12.0,Bottle,Restaurant,East Harlem Bottling Co,New York,IPA,city,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/595-brooklyn-east-india-pale-ale
Brooklyn Local 1,9.0,20.0,25.0,Bottle,Restaurant,East Harlem Bottling Co,New York,Belgian,city,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/212-brooklyn-local-1
Radiant Pig Junior IPA,5.0,7.0,12.0,Can,Restaurant,East Harlem Bottling Co,New York,IPA,city,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/28634-radiant-pig-junior-ipa
Big Alice Sweet Potato Farmhouse Ale,6.6,8.0,16.0,Draft,Restaurant,The Queensboro,Queens,Ale,city,https://www.beermenus.com/places/48847-the-queensboro,https://www.beermenus.com/beers/114393-big-alice-sweet-potato-farmhouse-ale
Original Sin Elderberry Cider,5.0,8.0,12.0,Can,Restaurant,Arts and Crafts Beer Parlor - MH,New York,Fruit,city,https://www.beermenus.com/places/29477-arts-and-crafts-beer-parlor-mh,https://www.beermenus.com/beers/30785-original-sin-elderberry-cider
Brooklyn Lager,5.2,5.0,,Draft,Restaurant,123 BSB,New York,Lager,city,https://www.beermenus.com/places/63055-123-bsb-harlem,https://www.beermenus.com/beers/10-brooklyn-lager
Original Sin Rose' Cider,5.0,8.0,12.0,Draft,Bar,Bronx Tavern,Bronx,Fruit,city,https://www.beermenus.com/places/39286-bronx-tavern,https://www.beermenus.com/beers/209656-original-sin-rose-cider
Torch & Crown Almost Famous,6.6,8.0,12.0,Draft,Bar,Bronx Tavern,Bronx,IPA,city,https://www.beermenus.com/places/39286-bronx-tavern,https://www.beermenus.com/beers/300600-torch-crown-almost-famous
Torch & Crown Sub Rosa,4.7,7.0,12.0,Draft,Bar,Harlem Hops,New York,Lager,city,https://www.beermenus.com/places/53993-harlem-hops,https://www.beermenus.com/beers/300746-torch-crown-sub-rosa
Public Access Liquids On Air,8.0,10.0,16.0,Can,Bar,Harlem Hops,New York,IPA,city,https://www.beermenus.com/places/53993-harlem-hops,https://www.beermenus.com/beers/317443-public-access-liquids-on-air
Original Sin Black Widow,6.0,8.0,16.0,Draft,Bar,Hogshead Tavern,New York,Fruit,city,https://www.beermenus.com/places/19240-hogshead-tavern,https://www.beermenus.com/beers/204758-original-sin-black-widow
Original Sin Apple Cider,6.0,5.0,12.0,Bottle,Bar,The Beer Garden,Richmond,Fruit,city,https://www.beermenus.com/places/2987-the-beer-garden,https://www.beermenus.com/beers/1428-original-sin-apple-cider
Brooklyn The Stonewall Inn,4.8,8.0,16.0,Bottle,Bar,Buddha Taco Bar,New York,IPA,city,https://www.beermenus.com/places/52340-buddha-taco-bar,https://www.beermenus.com/beers/291107-brooklyn-the-stonewall-inn
Brooklyn Lager,5.2,8.0,16.0,Draft,Bar,Austin's Ale House,Queens,Lager,city,https://www.beermenus.com/places/525-austin-s-ale-house,https://www.beermenus.com/beers/10-brooklyn-lager
Brooklyn Local 1,9.0,19.5,25.4,Bottle,Bar,Austin's Ale House,Queens,Belgian,city,https://www.beermenus.com/places/525-austin-s-ale-house,https://www.beermenus.com/beers/212-brooklyn-local-1
Brooklyn Oktoberfest,5.5,8.0,14.0,Draft,,BAR 177 NYC,New York,Ale,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/866-brooklyn-oktoberfest
Brooklyn Bel Air Sour Ale,5.8,7.0,14.0,Draft,,BAR 177 NYC,New York,Sour,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/146096-brooklyn-bel-air-sour-ale
Brooklyn Defender 2019,5.5,8.0,14.0,Draft,,BAR 177 NYC,New York,IPA,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/304795-brooklyn-defender-2019
Brooklyn Capataz,11.3,10.0,9.5,Draft,,BAR 177 NYC,New York,Aged,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/309844-brooklyn-capataz
Brooklyn East India Pale Ale,6.9,5.0,14.0,Draft,,BAR 177 NYC,New York,IPA,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/595-brooklyn-east-india-pale-ale
Brooklyn Black Ops 2018,11.5,40.0,25.0,Bottle,,BAR 177 NYC,New York,Stout,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/288713-brooklyn-black-ops-2018
Brooklyn Lager,5.2,7.0,16.0,Can,,BAR 177 NYC,New York,Lager,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/10-brooklyn-lager
Torch & Crown Intersect: Cashmere + Mosaic,5.1,11.0,16.0,Can,,BAR 177 NYC,New York,IPA,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/335807-torch-crown-intersect-cashmere-mosaic
Torch & Crown Lace Em' Up,5.0,9.0,16.0,Can,,BAR 177 NYC,New York,Lager,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/341498-torch-crown-lace-em-up
Torch & Crown Sub Rosa,4.7,9.0,16.0,Can,,BAR 177 NYC,New York,Lager,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/300746-torch-crown-sub-rosa
Torch & Crown Xpert Ambassador,6.0,13.0,16.0,Can,,BAR 177 NYC,New York,Sour,city,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/309913-torch-crown-xpert-ambassador
Alphabet City Easy Blonde,4.7,6.0,12.0,Can,Bar,Bootleg Mannings Bar & Grill,Richmond,Ale,city,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/14478-alphabet-city-easy-blonde
Brooklyn Lager,5.2,5.0,12.0,Bottle,Bar,Bootleg Mannings Bar & Grill,Richmond,Lager,city,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/10-brooklyn-lager
Original Sin Apple Cider,6.0,6.0,12.0,Bottle,Bar,Bootleg Mannings Bar & Grill,Richmond,Fruit,city,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/1428-original-sin-apple-cider
Original Sin Pear Cider,4.5,6.0,12.0,Can,Bar,Bootleg Mannings Bar & Grill,Richmond,Fruit,city,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/5967-original-sin-pear-cider
Brooklyn Defender IPA 2019,5.5,7.0,16.0,Draft,Bar,Bootleg Mannings Bar & Grill,Richmond,IPA,city,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/319586-brooklyn-defender-ipa-2019
Brooklyn East India Pale Ale,6.9,7.0,14.0,Draft,Bar,BAR 180 NYC,New York,IPA,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/595-brooklyn-east-india-pale-ale
Brooklyn Bel Air Sour Ale,5.8,7.0,14.0,Draft,Bar,BAR 180 NYC,New York,Sour,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/146096-brooklyn-bel-air-sour-ale
Brooklyn Local 1,9.0,25.0,25.0,Bottle,Bar,BAR 180 NYC,New York,Belgian,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/212-brooklyn-local-1
Brooklyn Local 2,9.0,25.0,25.0,Bottle,Bar,BAR 180 NYC,New York,Belgian,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/4078-brooklyn-local-2
Brooklyn Lager,5.2,7.0,16.0,Can,Bar,BAR 180 NYC,New York,Lager,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/10-brooklyn-lager
Torch & Crown Almost Famous,6.6,11.0,16.0,Can,Bar,BAR 180 NYC,New York,IPA,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/300600-torch-crown-almost-famous
Torch & Crown Hard Deadline,8.1,12.0,16.0,Can,Bar,BAR 180 NYC,New York,IPA,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/335786-torch-crown-hard-deadline
Torch & Crown Intersect: Cashmere + Mosaic,5.1,11.0,16.0,Can,Bar,BAR 180 NYC,New York,IPA,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/335807-torch-crown-intersect-cashmere-mosaic
Torch & Crown Lace Em' Up,5.0,9.0,16.0,Can,Bar,BAR 180 NYC,New York,Lager,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/341498-torch-crown-lace-em-up
Torch & Crown Sub Rosa,4.7,9.0,16.0,Can,Bar,BAR 180 NYC,New York,Lager,city,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/300746-torch-crown-sub-rosa
Brooklyn Lager,5.2,8.0,16.0,Draft,Bar,Locksmith Bar,New York,Lager,city,https://www.beermenus.com/places/51972-locksmith-bar,https://www.beermenus.com/beers/10-brooklyn-lager
Brooklyn Winter Lager,5.6,7.0,16.0,Draft,Bar,Tommy's Tavern + Tap Staten Island,Richmond,Stout,city,https://www.beermenus.com/places/55759-tommy-s-tavern-tap-staten-island,https://www.beermenus.com/beers/74312-brooklyn-winter-lager
Brooklyn Oktoberfest,5.5,7.0,16.0,Draft,,Donovan's,Queens,Ale,city,https://www.beermenus.com/places/64964-donovan-s,https://www.beermenus.com/beers/866-brooklyn-oktoberfest
Brooklyn Defender IPA 2019,5.5,8.0,16.0,Draft,Restaurant,The Richmond Republic,Richmond,IPA,city,https://www.beermenus.com/places/55328-the-richmond-republic,https://www.beermenus.com/beers/319586-brooklyn-defender-ipa-2019
Brooklyn Lager,5.2,5.75,16.0,Draft,Restaurant,Buffalo Wild Wings Staten Island,Richmond,Lager,city,https://www.beermenus.com/places/63529-buffalo-wild-wings-staten-island,https://www.beermenus.com/beers/10-brooklyn-lager
Brooklyn Defender IPA 2019,5.5,4.0,12.0,Bottle,Restaurant,Buffalo Wild Wings Staten Island,Richmond,IPA,city,https://www.beermenus.com/places/63529-buffalo-wild-wings-staten-island,https://www.beermenus.com/beers/319586-brooklyn-defender-ipa-2019
Abita Hop 99,4.2,9.0,16.0,Draft,Bar,Stone Street Tavern,New York,IPA,country,https://www.beermenus.com/places/2251-stone-street-tavern,https://www.beermenus.com/beers/336182-abita-hop-99
Abita Purple Haze,4.2,9.0,16.0,Draft,Restaurant,The Malt House Fidi,New York,Fruit,country,https://www.beermenus.com/places/33669-the-malt-house-fidi,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,12.0,Bottle,Bar,Murphy's Tavern,New York,Fruit,country,https://www.beermenus.com/places/2261-murphy-s-tavern,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Light,4.0,7.0,12.0,Bottle,Restaurant,Treadwell Park Downtown,New York,Lager,country,https://www.beermenus.com/places/49223-treadwell-park-downtown,https://www.beermenus.com/beers/1203-abita-light
Abita Hop 99,4.2,8.0,16.0,Draft,Bar,The Malt House,New York,IPA,country,https://www.beermenus.com/places/7792-the-malt-house,https://www.beermenus.com/beers/336182-abita-hop-99
Abita Purple Haze,4.2,8.0,12.0,Bottle,Bar,Amity Hall,New York,Fruit,country,https://www.beermenus.com/places/1345-amity-hall,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,16.0,Draft,Restaurant,Fulton Hall,Kings,Fruit,country,https://www.beermenus.com/places/55758-fulton-hall,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,12.0,Bottle,Bar,Barrow Street Alehouse,New York,Fruit,country,https://www.beermenus.com/places/8199-barrow-street-alehouse,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,12.0,Bottle,Restaurant,Croxley's Abbey,Kings,Fruit,country,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Strawberry Harvest Lager,4.2,7.0,16.0,,,The Holler,Kings,Fruit,country,https://www.beermenus.com/places/60470-the-holler,https://www.beermenus.com/beers/286-abita-strawberry-harvest-lager
Abita Light,4.0,7.0,12.0,Bottle,Bar,Tavern29,New York,Lager,country,https://www.beermenus.com/places/4862-tavern29,https://www.beermenus.com/beers/1203-abita-light
Abita Pecan Harvest Ale,5.1,5.0,12.0,Draft,Bar,Northern Bell,Kings,Ale,country,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/3200-abita-pecan-harvest-ale
Abita Hop-On Juicy Pale,6.0,6.0,12.0,Can,Bar,Northern Bell,Kings,IPA,country,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/249416-abita-hop-on-juicy-pale
Abita Amber,4.5,7.0,16.0,Draft,Bar,Catfish,Kings,Lager,country,https://www.beermenus.com/places/10158-catfish,https://www.beermenus.com/beers/8042-abita-amber
Abita Strawberry Harvest Lager,4.2,7.0,16.0,Draft,Bar,Catfish,Kings,Fruit,country,https://www.beermenus.com/places/10158-catfish,https://www.beermenus.com/beers/286-abita-strawberry-harvest-lager
Abita Turbodog,5.6,7.0,16.0,Draft,Bar,Catfish,Kings,Ale,country,https://www.beermenus.com/places/10158-catfish,https://www.beermenus.com/beers/26816-abita-turbodog
Abita Light,4.0,7.0,12.0,Bottle,Bar,King Tai,Kings,Lager,country,https://www.beermenus.com/places/39164-king-tai,https://www.beermenus.com/beers/1203-abita-light
Abita Light,4.0,7.0,12.0,Bottle,,Treadwell Park West,New York,Lager,country,https://www.beermenus.com/places/56966-treadwell-park-west,https://www.beermenus.com/beers/1203-abita-light
Abita Purple Haze,4.2,8.0,12.0,Bottle,Bar,Daltons Bar And Grill,New York,Fruit,country,https://www.beermenus.com/places/10056-daltons-bar-and-grill,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,6.0,12.0,Bottle,Bar,Fine Time,Kings,Fruit,country,https://www.beermenus.com/places/45860-fine-time,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,6.0,12.0,Bottle,Bar,Judge Roy Bean Public House,New York,Fruit,country,https://www.beermenus.com/places/27941-judge-roy-bean-public-house,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Turbodog,5.6,6.0,12.0,Bottle,Bar,The Evergreen,Kings,Ale,country,https://www.beermenus.com/places/24523-the-evergreen,https://www.beermenus.com/beers/26816-abita-turbodog
Abita Pecan Harvest Ale,5.1,7.0,16.0,Draft,Bar,Bean Post Pub,Kings,Ale,country,https://www.beermenus.com/places/1269-bean-post-pub,https://www.beermenus.com/beers/3200-abita-pecan-harvest-ale
Abita Purple Haze,4.2,7.0,12.0,Bottle,Bar,Bean Post Pub,Kings,Fruit,country,https://www.beermenus.com/places/1269-bean-post-pub,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,12.0,Bottle,Bar,Oliver's Astoria,Queens,Fruit,country,https://www.beermenus.com/places/12180-oliver-s-astoria,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,12.0,Bottle,Bar,Astoria Craft Bar & Kitchen,Queens,Fruit,country,https://www.beermenus.com/places/21428-astoria-craft-bar-kitchen,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Amber,4.5,7.0,16.0,Draft,Bar,Dive Bar NYC,New York,Lager,country,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/8042-abita-amber
Abita Amber,4.5,6.0,12.0,Bottle,Bar,Dive Bar NYC,New York,Lager,country,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/8042-abita-amber
Abita Amber,4.5,5.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Lager,country,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/8042-abita-amber
Abita Purple Haze,4.2,5.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Fruit,country,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,12.0,Bottle,Restaurant,East Harlem Bottling Co,New York,Fruit,country,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Turbodog,5.6,7.0,12.0,Bottle,Restaurant,East Harlem Bottling Co,New York,Ale,country,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/26816-abita-turbodog
Abita Pecan Harvest Ale,5.1,6.0,12.0,Bottle,Bar,Bootleg Mannings Bar & Grill,Richmond,Ale,country,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/3200-abita-pecan-harvest-ale
Abita Purple Haze,4.2,5.0,12.0,Bottle,Bar,Bootleg Mannings Bar & Grill,Richmond,Fruit,country,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Purple Haze,4.2,7.0,16.0,Draft,Bar,Tommy's Tavern + Tap Staten Island,Richmond,Fruit,country,https://www.beermenus.com/places/55759-tommy-s-tavern-tap-staten-island,https://www.beermenus.com/beers/289-abita-purple-haze
Abita Strawberry Harvest Lager,4.2,7.0,12.0,Bottle,Bar,Guys and Dolls Craft Beer House and Billiard Lounge,Queens,Fruit,country,https://www.beermenus.com/places/18940-guys-and-dolls-craft-beer-house-and-billiard-lounge,https://www.beermenus.com/beers/286-abita-strawberry-harvest-lager
